chrom	pos	strand	cov	percent_mod
JBJJSR010000001.1	4893033	+	405	98.0
JBJJSR010000001.1	4893231	+	335	1.47
JBJJSR010000001.1	4893243	-	9	96.43
JBJJSR010000001.1	4893245	+	11	97.06
JBJJSR010000001.1	4893343	-	378	2.58
JBJJSR010000001.1	4893373	-	4	98.97
JBJJSR010000001.1	4893375	+	7	98.25
JBJJSR010000001.1	4893472	-	350	1.68
JBJJSR010000001.1	4893683	-	8	97.3
JBJJSR010000001.1	4893685	+	42	87.57
JBJJSR010000001.1	4894178	-	401	74.0
JBJJSR010000001.1	4894180	+	424	1.17
JBJJSR010000001.1	4894695	+	384	1.03
JBJJSR010000001.1	4894918	-	24	93.14
JBJJSR010000001.1	4894920	+	17	95.09
JBJJSR010000001.1	4895621	+	364	82.0
JBJJSR010000001.1	4895921	-	363	82.0
JBJJSR010000001.1	4896123	+	242	80.0
JBJJSR010000001.1	4896685	+	399	75.0
JBJJSR010000001.1	4896763	-	25	88.53
JBJJSR010000001.1	4896765	+	24	91.44
JBJJSR010000001.1	4896805	-	396	1.25
JBJJSR010000001.1	4897089	+	386	3.26
JBJJSR010000001.1	4897324	-	306	65.0
JBJJSR010000001.1	4897369	-	282	1.05
JBJJSR010000001.1	4897578	+	365	82.0
JBJJSR010000001.1	4897890	+	286	1.04
JBJJSR010000001.1	4898153	-	245	3.54
JBJJSR010000001.1	4898218	-	276	1.08
JBJJSR010000001.1	4899155	-	333	89.0
JBJJSR010000001.1	4899426	+	337	88.0
JBJJSR010000001.1	4899881	+	320	62.0
JBJJSR010000001.1	4900481	-	347	86.0
JBJJSR010000001.1	4900872	+	329	60.0
JBJJSR010000001.1	4901191	-	5	98.31
JBJJSR010000001.1	4901193	+	4	98.84
JBJJSR010000001.1	4901226	+	347	2.53
JBJJSR010000001.1	4901308	-	331	5.16
JBJJSR010000001.1	4901432	+	317	62.0
JBJJSR010000001.1	4901627	+	396	100.0
JBJJSR010000001.1	4902057	-	307	65.0
JBJJSR010000001.1	4902072	-	23	90.09
JBJJSR010000001.1	4902074	+	22	91.86
JBJJSR010000001.1	4902212	+	378	1.05
JBJJSR010000001.1	4902246	-	286	1.04
JBJJSR010000001.1	4902964	-	336	4.82
JBJJSR010000001.1	4903197	+	330	60.0
JBJJSR010000001.1	4904159	-	342	2.84
JBJJSR010000001.1	4904408	-	348	1.42
JBJJSR010000001.1	4904465	+	382	78.0
JBJJSR010000001.1	4904725	-	356	1.66
JBJJSR010000001.1	4906025	-	297	1.32
JBJJSR010000001.1	4906550	+	287	1.37
JBJJSR010000001.1	4906655	+	358	83.0
JBJJSR010000001.1	4906800	-	12	95.47
JBJJSR010000001.1	4906802	+	5	98.26
JBJJSR010000001.1	4906867	+	287	1.37
JBJJSR010000001.1	4906877	-	352	2.22
JBJJSR010000001.1	4907213	-	338	2.03
JBJJSR010000001.1	4907531	-	288	68.0
JBJJSR010000001.1	4907551	-	321	62.0
JBJJSR010000001.1	4907668	+	355	1.11
JBJJSR010000001.1	4907841	+	320	62.0
JBJJSR010000001.1	4907990	-	326	91.0
JBJJSR010000001.1	4908180	-	268	74.0
JBJJSR010000001.1	4908421	+	359	83.0
JBJJSR010000001.1	4908763	+	374	1.06
JBJJSR010000001.1	4908897	-	298	100.0
JBJJSR010000001.1	4909127	-	330	60.0
JBJJSR010000001.1	4909317	+	352	84.0
JBJJSR010000001.1	4909320	+	321	6.41
JBJJSR010000001.1	4909356	-	304	5.0
JBJJSR010000001.1	4909659	+	274	2.09
JBJJSR010000001.1	4909739	-	295	67.0
JBJJSR010000001.1	4909787	-	21	92.58
JBJJSR010000001.1	4909789	+	12	95.26
JBJJSR010000001.1	4909790	-	334	60.0
JBJJSR010000001.1	4909873	+	350	85.0
JBJJSR010000001.1	4909932	-	351	85.0
JBJJSR010000001.1	4910217	+	326	2.1
JBJJSR010000001.1	4910241	+	382	1.55
JBJJSR010000001.1	4910284	+	355	1.39
JBJJSR010000001.1	4910409	+	325	61.0
JBJJSR010000001.1	4910905	-	344	86.0
JBJJSR010000001.1	4911255	+	403	1.95
JBJJSR010000001.1	4911394	-	25	91.29
JBJJSR010000001.1	4911396	+	28	79.1
JBJJSR010000001.1	4911412	-	299	66.0
JBJJSR010000001.1	4911531	+	399	1.97
JBJJSR010000001.1	4911603	+	389	1.02
JBJJSR010000001.1	4911694	+	330	90.0
JBJJSR010000001.1	4912065	+	363	1.09
JBJJSR010000001.1	4912089	+	389	1.02
JBJJSR010000001.1	4912331	-	24	88.06
JBJJSR010000001.1	4912333	+	28	86.47
JBJJSR010000001.1	4912568	+	394	1.25
JBJJSR010000001.1	4912875	-	65	1.52
JBJJSR010000001.1	4912901	+	387	77.0
JBJJSR010000001.1	4912908	+	359	82.0
JBJJSR010000001.1	4913109	-	272	73.0
JBJJSR010000001.1	4913461	-	306	65.0
JBJJSR010000001.1	4913502	+	387	77.0
JBJJSR010000001.1	4913718	+	329	60.0
JBJJSR010000001.1	4913722	-	330	60.0
JBJJSR010000001.1	4913799	-	263	75.0
JBJJSR010000001.1	4913808	-	281	71.0
JBJJSR010000001.1	4914045	+	342	1.16
JBJJSR010000001.1	4914085	-	11	96.71
JBJJSR010000001.1	4914087	+	19	93.4
JBJJSR010000001.1	4914247	-	354	1.66
JBJJSR010000001.1	4914561	+	387	77.0
JBJJSR010000001.1	4914757	-	343	3.1
JBJJSR010000001.1	4914990	-	334	2.34
JBJJSR010000001.1	4915001	-	13	95.71
JBJJSR010000001.1	4915003	+	19	92.42
JBJJSR010000001.1	4915275	+	380	78.0
JBJJSR010000001.1	4915532	-	378	1.31
JBJJSR010000001.1	4915594	+	332	60.0
JBJJSR010000001.1	4915767	-	15	95.1
JBJJSR010000001.1	4915769	+	9	97.62
JBJJSR010000001.1	4915888	+	349	1.13
JBJJSR010000001.1	4916144	+	316	63.0
JBJJSR010000001.1	4916160	+	210	1.37
JBJJSR010000001.1	4916531	+	334	1.47
JBJJSR010000001.1	4916683	-	314	95.0
JBJJSR010000001.1	4916992	-	320	62.0
JBJJSR010000001.1	4917263	+	326	1.81
JBJJSR010000001.1	4917404	+	331	60.0
JBJJSR010000001.1	4917540	+	341	2.57
JBJJSR010000001.1	4917688	-	341	87.0
JBJJSR010000001.1	4917951	+	283	1.04
JBJJSR010000001.1	4917961	-	294	68.0
JBJJSR010000001.1	4917969	-	341	87.0
JBJJSR010000001.1	4918647	-	297	67.0
JBJJSR010000001.1	4918875	-	330	90.0
JBJJSR010000001.1	4918944	-	3	98.92
JBJJSR010000001.1	4918946	+	5	98.44
JBJJSR010000001.1	4919335	+	315	1.56
JBJJSR010000001.1	4919408	-	267	1.11
JBJJSR010000001.1	4919740	+	324	61.0
JBJJSR010000001.1	4919923	+	336	88.0
JBJJSR010000001.1	4919940	-	332	60.0
JBJJSR010000001.1	4919963	-	316	63.0
JBJJSR010000001.1	4920367	-	269	74.0
JBJJSR010000001.1	4920505	+	377	79.0
JBJJSR010000001.1	4921032	-	372	80.0
JBJJSR010000001.1	4921317	+	307	65.0
JBJJSR010000001.1	4922228	-	361	1.09
JBJJSR010000001.1	4922917	+	320	62.0
JBJJSR010000001.1	4923334	-	378	1.05
JBJJSR010000001.1	4923388	+	382	78.0
JBJJSR010000001.1	4923577	-	353	1.67
JBJJSR010000001.1	4923757	+	330	3.51
JBJJSR010000001.1	4923774	-	322	92.0
JBJJSR010000001.1	4924608	+	323	92.0
JBJJSR010000001.1	4924689	-	11	96.7
JBJJSR010000001.1	4924691	+	18	88.46
JBJJSR010000001.1	4924739	+	300	66.0
JBJJSR010000001.1	4925034	+	278	1.42
JBJJSR010000001.1	4925037	+	288	69.0
JBJJSR010000001.1	4925345	+	285	2.73
JBJJSR010000001.1	4925385	+	346	1.42
JBJJSR010000001.1	4925635	-	5	98.38
JBJJSR010000001.1	4925637	+	12	95.89
JBJJSR010000001.1	4925748	+	367	1.61
JBJJSR010000001.1	4925755	-	276	2.11
JBJJSR010000001.1	4926175	-	322	62.0
JBJJSR010000001.1	4926894	+	337	88.0
JBJJSR010000001.1	4927050	-	306	2.24
JBJJSR010000001.1	4927215	-	360	1.64
JBJJSR010000001.1	4927325	+	353	2.22
JBJJSR010000001.1	4927515	+	357	1.38
JBJJSR010000001.1	4927574	-	11	96.07
JBJJSR010000001.1	4927576	+	16	95.14
JBJJSR010000001.1	4927605	+	369	81.0
JBJJSR010000001.1	4927750	+	370	1.33
JBJJSR010000001.1	4927821	-	308	1.28
JBJJSR010000001.1	4927882	+	277	2.81
JBJJSR010000001.1	4929352	-	302	3.8
JBJJSR010000001.1	4929454	+	325	61.0
JBJJSR010000001.1	4929678	-	311	1.27
JBJJSR010000001.1	4929750	+	353	84.0
JBJJSR010000001.1	4930298	-	306	65.0
JBJJSR010000001.1	4930328	-	13	94.58
JBJJSR010000001.1	4930330	+	14	92.49
JBJJSR010000001.1	4931025	-	319	93.0
JBJJSR010000001.1	4931761	-	281	1.06
JBJJSR010000001.1	4931869	+	347	86.0
JBJJSR010000001.1	4931888	-	298	67.0
JBJJSR010000001.1	4933231	+	341	87.0
JBJJSR010000001.1	4933266	-	6	97.95
JBJJSR010000001.1	4933268	+	10	96.45
JBJJSR010000001.1	4933553	-	346	86.0
JBJJSR010000001.1	4933823	-	313	63.0
JBJJSR010000001.1	4933836	-	271	1.09
JBJJSR010000001.1	4934160	-	7	97.24
JBJJSR010000001.1	4934162	+	19	94.17
JBJJSR010000001.1	4934867	-	9	97.11
JBJJSR010000001.1	4934869	+	10	94.12
JBJJSR010000001.1	4934899	+	253	78.0
JBJJSR010000001.1	4935167	-	19	93.73
JBJJSR010000001.1	4935169	+	13	94.84
JBJJSR010000001.1	4935265	+	365	82.0
JBJJSR010000001.1	4935365	+	22	4.35
JBJJSR010000001.1	4935445	+	312	1.57
JBJJSR010000001.1	4937095	+	320	1.54
JBJJSR010000001.1	4937332	+	325	61.0
JBJJSR010000001.1	4937733	-	24	87.44
JBJJSR010000001.1	4937735	+	31	87.3
JBJJSR010000001.1	4937936	-	290	68.0
JBJJSR010000001.1	4937955	+	341	87.0
JBJJSR010000001.1	4938212	+	314	63.0
JBJJSR010000001.1	4938308	-	368	1.08
JBJJSR010000001.1	4938590	-	300	1.32
JBJJSR010000001.1	4938615	-	5	98.59
JBJJSR010000001.1	4938617	+	28	90.57
JBJJSR010000001.1	4938775	-	242	81.0
JBJJSR010000001.1	4938896	-	366	1.35
JBJJSR010000001.1	4938909	-	12	96.44
JBJJSR010000001.1	4938911	+	12	95.89
JBJJSR010000001.1	4938933	+	347	3.34
JBJJSR010000001.1	4939372	-	35	85.29
JBJJSR010000001.1	4939374	+	25	91.83
JBJJSR010000001.1	4939736	-	331	60.0
JBJJSR010000001.1	4939801	-	371	2.88
JBJJSR010000001.1	4940024	-	293	68.0
JBJJSR010000001.1	4940389	+	364	1.36
JBJJSR010000001.1	4940474	-	303	1.62
JBJJSR010000001.1	4940606	-	293	68.0
JBJJSR010000001.1	4940629	+	340	1.73
JBJJSR010000001.1	4940837	-	362	82.0
JBJJSR010000001.1	4940891	-	323	92.0
JBJJSR010000001.1	4941010	-	370	1.6
JBJJSR010000001.1	4941197	-	338	1.17
JBJJSR010000001.1	4941230	-	244	81.0
JBJJSR010000001.1	4941304	+	328	2.67
JBJJSR010000001.1	4941816	-	360	1.64
JBJJSR010000001.1	4941835	+	364	82.0
JBJJSR010000001.1	4941836	-	326	61.0
JBJJSR010000001.1	4942000	-	279	71.0
JBJJSR010000001.1	4942154	-	286	69.0
JBJJSR010000001.1	4943080	-	353	2.48
JBJJSR010000001.1	4943131	+	380	78.0
JBJJSR010000001.1	4943151	+	363	82.0
JBJJSR010000001.1	4943203	-	371	80.0
JBJJSR010000001.1	4943535	+	393	1.5
JBJJSR010000001.1	4943686	+	387	2.03
JBJJSR010000001.1	4944106	-	293	1.01
JBJJSR010000001.1	4944218	+	294	67.0
JBJJSR010000001.1	4944732	+	400	1.23
JBJJSR010000001.1	4944940	-	288	1.71
JBJJSR010000001.1	4945293	-	231	86.0
JBJJSR010000001.1	4945694	-	341	87.0
JBJJSR010000001.1	4945696	+	322	3.59
JBJJSR010000001.1	4945756	-	331	60.0
JBJJSR010000001.1	4946540	+	330	1.49
JBJJSR010000001.1	4946961	-	3	99.1
JBJJSR010000001.1	4946963	+	9	96.14
JBJJSR010000001.1	4947222	-	310	64.0
JBJJSR010000001.1	4947722	-	291	68.0
JBJJSR010000001.1	4947808	-	323	1.52
JBJJSR010000001.1	4947810	+	377	79.0
JBJJSR010000001.1	4947948	-	286	69.0
JBJJSR010000001.1	4948238	-	365	1.62
JBJJSR010000001.1	4948727	-	346	86.0
JBJJSR010000001.1	4949263	-	332	60.0
JBJJSR010000001.1	4950438	-	304	1.3
JBJJSR010000001.1	4950500	+	329	2.08
JBJJSR010000001.1	4951300	-	269	74.0
JBJJSR010000001.1	4952017	-	334	89.0
JBJJSR010000001.1	4952429	+	376	1.05
JBJJSR010000001.1	4952629	-	204	1.9
JBJJSR010000001.1	4952811	+	322	62.0
JBJJSR010000001.1	4952887	+	310	64.0
JBJJSR010000001.1	4952994	+	388	1.27
JBJJSR010000001.1	4953121	+	358	3.76
JBJJSR010000001.1	4953258	+	377	1.05
JBJJSR010000001.1	4953597	+	373	80.0
JBJJSR010000001.1	4953598	-	334	6.44
JBJJSR010000001.1	4953695	-	283	1.05
JBJJSR010000001.1	4953937	-	360	1.91
JBJJSR010000001.1	4954206	+	386	77.0
JBJJSR010000001.1	4954213	-	5	98.39
JBJJSR010000001.1	4954215	+	12	96.1
JBJJSR010000001.1	4954326	-	12	94.81
JBJJSR010000001.1	4954328	+	5	98.5
JBJJSR010000001.1	4954463	+	390	2.01
JBJJSR010000001.1	4954571	+	305	64.0
JBJJSR010000001.1	4954634	+	327	1.2
JBJJSR010000001.1	4955238	+	403	74.0
JBJJSR010000001.1	4955613	+	319	62.0
JBJJSR010000001.1	4955848	-	351	1.96
JBJJSR010000001.1	4955865	-	260	76.0
JBJJSR010000001.1	4956193	+	393	1.01
JBJJSR010000001.1	4956222	-	360	1.91
JBJJSR010000001.1	4956280	+	293	2.33
JBJJSR010000001.1	4956602	+	363	1.36
JBJJSR010000001.1	4956659	-	327	61.0
JBJJSR010000001.1	4956698	-	369	1.34
JBJJSR010000001.1	4956827	+	263	1.85
JBJJSR010000001.1	4956928	+	400	99.0
JBJJSR010000001.1	4957088	-	318	62.0
JBJJSR010000001.1	4957108	+	291	1.02
JBJJSR010000001.1	4957223	-	299	66.0
JBJJSR010000001.1	4957727	+	396	3.18
JBJJSR010000001.1	4957745	-	23	4.17
JBJJSR010000001.1	4957756	-	310	1.59
JBJJSR010000001.1	4957825	-	245	81.0
JBJJSR010000001.1	4957941	+	338	1.45
JBJJSR010000001.1	4958133	+	295	99.0
JBJJSR010000001.1	4958351	+	391	1.01
JBJJSR010000001.1	4958362	-	290	68.0
JBJJSR010000001.1	4958368	-	268	74.0
JBJJSR010000001.1	4958526	+	395	75.0
JBJJSR010000001.1	4959818	+	396	75.0
JBJJSR010000001.1	4960564	+	238	1.54
JBJJSR010000001.1	4960933	+	278	71.0
JBJJSR010000001.1	4961163	-	297	67.0
JBJJSR010000001.1	4961191	-	15	95.13
JBJJSR010000001.1	4961193	+	8	97.31
JBJJSR010000001.1	4961492	+	317	94.0
JBJJSR010000001.1	4961613	+	316	62.0
JBJJSR010000001.1	4961767	-	141	66.0
JBJJSR010000001.1	4962840	+	393	1.5
JBJJSR010000001.1	4962957	-	341	87.0
JBJJSR010000001.1	4963020	+	400	1.96
JBJJSR010000001.1	4963204	-	265	75.0
JBJJSR010000001.1	4963440	+	398	1.49
JBJJSR010000001.1	4963923	-	348	85.0
JBJJSR010000001.1	4964717	+	312	64.0
JBJJSR010000001.1	4965046	-	318	3.05
JBJJSR010000001.1	4965381	+	308	4.89
JBJJSR010000001.1	4967087	+	290	68.0
JBJJSR010000001.1	4967088	+	336	4.27
JBJJSR010000001.1	4968206	+	335	1.18
JBJJSR010000001.1	4968417	+	364	82.0
JBJJSR010000001.1	4968601	+	264	74.0
JBJJSR010000001.1	4968826	+	347	3.07
JBJJSR010000001.1	4968829	-	300	1.32
JBJJSR010000001.1	4968966	+	348	2.79
JBJJSR010000001.1	4969493	-	277	72.0
JBJJSR010000001.1	4969756	-	259	77.0
JBJJSR010000001.1	4969803	-	302	66.0
JBJJSR010000001.1	4969857	-	316	63.0
JBJJSR010000001.1	4970177	+	345	3.09
JBJJSR010000001.1	4970301	-	302	66.0
JBJJSR010000001.1	4970400	+	340	1.73
JBJJSR010000001.1	4970562	+	291	14.66
JBJJSR010000001.1	4970827	-	275	72.0
JBJJSR010000001.1	4971232	-	235	4.08
JBJJSR010000001.1	4971358	-	225	2.17
JBJJSR010000001.1	4971361	-	8	96.88
JBJJSR010000001.1	4971363	+	24	91.58
JBJJSR010000001.1	4971424	-	223	1.76
JBJJSR010000001.1	4971442	-	145	63.0
JBJJSR010000001.1	4971506	+	315	63.0
JBJJSR010000001.1	4971507	-	209	2.31
JBJJSR010000001.1	4971952	-	230	86.0
JBJJSR010000001.1	4972567	+	364	82.0
JBJJSR010000001.1	4972749	-	262	2.94
JBJJSR010000001.1	4973001	-	275	1.08
JBJJSR010000001.1	4973028	+	325	61.0
JBJJSR010000001.1	4973217	-	288	1.03
JBJJSR010000001.1	4973496	+	371	1.07
JBJJSR010000001.1	4973791	+	323	62.0
JBJJSR010000001.1	4973877	-	323	62.0
JBJJSR010000001.1	4973979	-	293	68.0
JBJJSR010000001.1	4974019	-	301	1.31
JBJJSR010000001.1	4974295	-	315	1.25
JBJJSR010000001.1	4974837	-	304	65.0
JBJJSR010000001.1	4975045	-	293	1.35
JBJJSR010000001.1	4975328	-	265	75.0
JBJJSR010000001.1	4975339	+	316	94.0
JBJJSR010000001.1	4975504	+	289	68.0
JBJJSR010000001.1	4975538	-	301	66.0
JBJJSR010000001.1	4975933	+	327	6.57
JBJJSR010000001.1	4976070	-	22	90.91
JBJJSR010000001.1	4976072	+	14	95.14
JBJJSR010000001.1	4976424	+	343	87.0
JBJJSR010000001.1	4976793	+	341	1.44
JBJJSR010000001.1	4977146	-	320	1.23
JBJJSR010000001.1	4977385	-	248	80.0
JBJJSR010000001.1	4977483	-	18	90.69
JBJJSR010000001.1	4977485	+	14	95.19
JBJJSR010000001.1	4977576	+	19	5.0
JBJJSR010000001.1	4978008	+	297	67.0
JBJJSR010000001.1	4978149	-	6	97.79
JBJJSR010000001.1	4978151	+	8	97.48
JBJJSR010000001.1	4978224	-	266	7.32
JBJJSR010000001.1	4978636	+	361	82.0
JBJJSR010000001.1	4979020	+	345	1.43
JBJJSR010000001.1	4980146	-	220	89.0
JBJJSR010000001.1	4980263	-	9	96.67
JBJJSR010000001.1	4980265	+	16	93.36
JBJJSR010000001.1	4980266	-	253	78.0
JBJJSR010000001.1	4980466	+	294	68.0
JBJJSR010000001.1	4980478	-	279	71.0
JBJJSR010000001.1	4980669	+	330	1.19
JBJJSR010000001.1	4981092	+	231	1.68
JBJJSR010000001.1	4981111	+	329	1.5
JBJJSR010000001.1	4982117	+	345	1.14
JBJJSR010000001.1	4982466	-	277	72.0
JBJJSR010000001.1	4982468	+	308	4.05
JBJJSR010000001.1	4982502	-	309	64.0
JBJJSR010000001.1	4982545	+	352	1.68
JBJJSR010000001.1	4982682	-	20	93.33
JBJJSR010000001.1	4982684	+	15	95.61
JBJJSR010000001.1	4982969	-	308	5.23
JBJJSR010000001.1	4983195	+	332	60.0
JBJJSR010000001.1	4983293	-	322	1.23
JBJJSR010000001.1	4983501	+	341	87.0
JBJJSR010000001.1	4983574	+	373	2.61
JBJJSR010000001.1	4983630	-	35	65.0
JBJJSR010000001.1	4983632	+	7	97.84
JBJJSR010000001.1	4983935	-	10	93.96
JBJJSR010000001.1	4983937	+	36	82.09
JBJJSR010000001.1	4983938	-	291	68.0
JBJJSR010000001.1	4984168	+	371	1.85
JBJJSR010000001.1	4984284	-	293	68.0
JBJJSR010000001.1	4984607	+	345	1.71
JBJJSR010000001.1	4985012	+	316	63.0
JBJJSR010000001.1	4985143	-	20	92.31
JBJJSR010000001.1	4985145	+	38	82.16
JBJJSR010000001.1	4985210	-	299	99.0
JBJJSR010000001.1	4985279	-	316	63.0
JBJJSR010000001.1	4985348	+	317	94.0
JBJJSR010000001.1	4985364	+	349	1.69
JBJJSR010000001.1	4985556	+	354	1.94
JBJJSR010000001.1	4986791	-	314	2.48
JBJJSR010000001.1	4987784	+	323	62.0
JBJJSR010000001.1	4987995	+	352	85.0
JBJJSR010000001.1	4988736	-	284	1.72
JBJJSR010000001.1	4989474	-	305	65.0
JBJJSR010000001.1	4989574	-	304	2.25
JBJJSR010000001.1	4989738	-	274	72.0
JBJJSR010000001.1	4990297	-	31	86.22
JBJJSR010000001.1	4990299	+	8	96.91
JBJJSR010000001.1	4991544	-	257	77.0
JBJJSR010000001.1	4991896	+	255	78.0
JBJJSR010000001.1	4992376	-	275	1.08
JBJJSR010000001.1	4992747	-	278	1.07
JBJJSR010000001.1	4992878	+	286	1.38
JBJJSR010000001.1	4993330	+	283	1.04
JBJJSR010000001.1	4993411	+	311	64.0
JBJJSR010000001.1	4993818	-	235	1.26
JBJJSR010000001.1	4994600	+	315	1.25
JBJJSR010000001.1	4994642	-	194	1.52
JBJJSR010000001.1	4996788	-	276	1.08
JBJJSR010000001.1	4996982	+	275	72.0
JBJJSR010000001.1	4997206	+	23	4.17
JBJJSR010000001.1	4997325	-	254	2.31
JBJJSR010000001.1	4997526	+	286	1.04
JBJJSR010000001.1	4998855	+	318	1.24
JBJJSR010000001.1	4999586	+	277	72.0
JBJJSR010000001.1	4999596	-	276	72.0
JBJJSR010000001.1	4999598	+	309	64.0
JBJJSR010000001.1	4999640	+	317	63.0
JBJJSR010000001.1	5000534	+	312	64.0
JBJJSR010000001.1	5000862	+	310	64.0
JBJJSR010000001.1	5000908	-	242	82.0
JBJJSR010000001.1	5002152	+	320	93.0
JBJJSR010000001.1	5002800	-	274	72.0
JBJJSR010000001.1	5003345	-	258	77.0
JBJJSR010000001.1	5004265	+	344	2.27
JBJJSR010000001.1	5004372	-	286	1.04
JBJJSR010000001.1	5004494	+	223	88.0
JBJJSR010000001.1	5004857	-	309	64.0
JBJJSR010000001.1	5004913	+	317	7.58
JBJJSR010000001.1	5005476	-	291	68.0
JBJJSR010000001.1	5005557	+	344	86.0
JBJJSR010000001.1	5006002	+	234	1.68
JBJJSR010000001.1	5006539	-	315	94.0
JBJJSR010000001.1	5006644	+	227	1.67
JBJJSR010000001.1	5007106	+	343	1.44
JBJJSR010000001.1	5007115	+	26	3.7
JBJJSR010000001.1	5007524	+	350	85.0
JBJJSR010000001.1	5007580	-	341	1.45
JBJJSR010000001.1	5008209	+	329	1.2
JBJJSR010000001.1	5008254	-	332	1.78
JBJJSR010000001.1	5008282	-	284	2.06
JBJJSR010000001.1	5008979	-	33	2.94
JBJJSR010000001.1	5009175	+	304	65.0
JBJJSR010000001.1	5009497	-	315	2.78
JBJJSR010000001.1	5009517	+	234	3.23
JBJJSR010000001.1	5009754	+	46	2.13
JBJJSR010000001.1	5010104	+	303	66.0
JBJJSR010000001.1	5011019	+	319	93.0
JBJJSR010000001.1	5011066	-	308	65.0
JBJJSR010000001.1	5011353	+	331	90.0
JBJJSR010000001.1	5011496	-	371	1.59
JBJJSR010000001.1	5011795	+	204	1.36
JBJJSR010000001.1	5011801	+	235	3.24
JBJJSR010000001.1	5011880	+	346	1.14
JBJJSR010000001.1	5012011	+	25	3.85
JBJJSR010000001.1	5013582	-	326	61.0
JBJJSR010000001.1	5014223	-	312	64.0
JBJJSR010000001.1	5014873	+	309	64.0
JBJJSR010000001.1	5014931	-	9	96.53
JBJJSR010000001.1	5014933	+	12	93.22
JBJJSR010000001.1	5015072	+	265	2.57
JBJJSR010000001.1	5015087	+	332	60.0
JBJJSR010000001.1	5015600	-	302	66.0
JBJJSR010000001.1	5016598	+	295	67.0
JBJJSR010000001.1	5017018	-	258	1.53
JBJJSR010000001.1	5017391	+	249	1.58
JBJJSR010000001.1	5017795	-	346	86.0
JBJJSR010000001.1	5017928	+	359	83.0
JBJJSR010000001.1	5017948	-	250	79.0
JBJJSR010000001.1	5018254	-	292	68.0
JBJJSR010000001.1	5018417	+	328	4.09
JBJJSR010000001.1	5018471	+	344	2.27
JBJJSR010000001.1	5018869	-	330	90.0
JBJJSR010000001.1	5019585	+	250	79.0
JBJJSR010000001.1	5019764	+	327	61.0
JBJJSR010000001.1	5021040	-	313	63.0
JBJJSR010000001.1	5021328	+	276	72.0
JBJJSR010000001.1	5021576	-	21	4.55
JBJJSR010000001.1	5021692	-	287	69.0
JBJJSR010000001.1	5021727	+	312	64.0
JBJJSR010000001.1	5021816	+	259	76.0
JBJJSR010000001.1	5022489	-	265	1.84
JBJJSR010000001.1	5022782	-	288	69.0
JBJJSR010000001.1	5024258	-	328	61.0
JBJJSR010000001.1	5024349	-	328	1.2
JBJJSR010000001.1	5024429	+	304	65.0
JBJJSR010000001.1	5024521	+	300	99.0
JBJJSR010000001.1	5024740	-	329	60.0
JBJJSR010000001.1	5024851	+	22	4.35
JBJJSR010000001.1	5024910	+	285	1.04
JBJJSR010000001.1	5025252	+	246	81.0
JBJJSR010000001.1	5025379	+	281	71.0
JBJJSR010000001.1	5025507	-	308	65.0
JBJJSR010000001.1	5025577	-	318	62.0
JBJJSR010000001.1	5027474	+	298	1.64
JBJJSR010000001.1	5027770	-	280	71.0
JBJJSR010000001.1	5028028	-	160	62.0
JBJJSR010000001.1	5028473	+	335	1.18
JBJJSR010000001.1	5028692	+	307	1.29
JBJJSR010000001.1	5029167	+	286	69.0
JBJJSR010000001.1	5029603	+	318	1.24
JBJJSR010000001.1	5030005	+	280	2.44
JBJJSR010000001.1	5030157	+	277	72.0
JBJJSR010000001.1	5030290	+	266	1.85
JBJJSR010000001.1	5030631	+	295	67.0
JBJJSR010000001.1	5031047	-	247	1.59
JBJJSR010000001.1	5031121	-	323	62.0
JBJJSR010000001.1	5031176	-	311	64.0
JBJJSR010000001.1	5031192	-	298	66.0
JBJJSR010000001.1	5031279	+	349	85.0
JBJJSR010000001.1	5031735	-	314	63.0
JBJJSR010000001.1	5032335	-	332	60.0
JBJJSR010000001.1	5032444	-	7	96.73
JBJJSR010000001.1	5032446	+	27	89.2
JBJJSR010000001.1	5032761	+	290	1.01
JBJJSR010000001.1	5033325	+	328	61.0
JBJJSR010000001.1	5033517	+	295	1.01
JBJJSR010000001.1	5033518	-	303	1.94
JBJJSR010000001.1	5033863	+	362	82.0
JBJJSR010000001.1	5033872	-	359	83.0
JBJJSR010000001.1	5034244	+	255	2.63
JBJJSR010000001.1	5034762	+	324	1.82
JBJJSR010000001.1	5034780	+	353	84.0
JBJJSR010000001.1	5034820	+	235	1.25
JBJJSR010000001.1	5034856	-	206	96.0
JBJJSR010000001.1	5035059	-	241	1.23
JBJJSR010000001.1	5035246	-	280	71.0
JBJJSR010000001.1	5035835	+	304	1.3
JBJJSR010000001.1	5036130	+	356	1.11
JBJJSR010000001.1	5036220	-	325	3.85
JBJJSR010000001.1	5036244	+	386	77.0
JBJJSR010000001.1	5036472	+	298	66.0
JBJJSR010000001.1	5036549	+	360	83.0
JBJJSR010000001.1	5036550	-	12	93.06
JBJJSR010000001.1	5036552	+	13	95.98
JBJJSR010000001.1	5036682	-	30	84.92
JBJJSR010000001.1	5036684	+	25	90.35
JBJJSR010000001.1	5036908	-	334	60.0
JBJJSR010000001.1	5037061	-	358	83.0
JBJJSR010000001.1	5037129	-	345	86.0
JBJJSR010000001.1	5037395	+	387	1.02
JBJJSR010000001.1	5037440	-	9	91.19
JBJJSR010000001.1	5037442	+	18	93.84
